SalesID,Region,ProductCategory,CustomerID,SalesAmount,SatisfactionRating,SalesDate,DiscountApplied,QuantitySold,RepeatCustomer
2043,North,Food,2424,4562.29,5,2021-03-27 02:00:00,5,11,No
2044,South,Electronics,1915,2126.56,1,2021-03-27 03:00:00,15,14,No
2045,South,Books,9193,1990.24,2,2021-03-27 04:00:00,0,18,Yes
2046,West,Clothing,3368,825.12,5,2021-03-27 05:00:00,10,16,No
2047,South,Furniture,1058,1678.63,5,2021-03-27 06:00:00,0,17,No
2048,West,Clothing,2519,1570.7,3,2021-03-27 07:00:00,5,5,Yes
2049,West,Books,5506,1804.07,4,2021-03-27 08:00:00,5,16,No
2050,South,Toys,6568,4217.59,1,2021-03-27 09:00:00,10,9,Yes
2051,West,Toys,9278,2301.66,5,2021-03-27 10:00:00,5,19,Yes
2052,North,Clothing,3323,4877.65,3,2021-03-27 11:00:00,10,18,Yes
2053,South,Toys,2274,1283.7,4,2021-03-27 12:00:00,15,9,Yes
2054,South,Books,6716,3077.78,3,2021-03-27 13:00:00,0,17,No
2055,West,Electronics,6523,459.04,4,2021-03-27 14:00:00,10,11,Yes
2056,South,Clothing,7137,4471.66,4,2021-03-27 15:00:00,0,1,Yes
2057,North,Clothing,1527,204.28,4,2021-03-27 16:00:00,5,6,No
2058,West,Books,5203,2147.45,1,2021-03-27 17:00:00,20,6,Yes
2059,South,Electronics,7428,882.3,4,2021-03-27 18:00:00,5,8,No
2060,West,Electronics,2641,892.7,3,2021-03-27 19:00:00,15,9,No
2061,South,Electronics,4135,1768.38,1,2021-03-27 20:00:00,0,6,No
2062,North,Clothing,8743,3994.72,1,2021-03-27 21:00:00,10,3,Yes
2063,East,Clothing,6566,2181.29,4,2021-03-27 22:00:00,10,4,No
2064,East,Food,6338,1384.89,3,2021-03-27 23:00:00,5,13,Yes
2065,North,Toys,8865,4427.56,3,2021-03-28 00:00:00,20,19,No
2066,South,Food,2416,842.74,5,2021-03-28 01:00:00,5,19,Yes
2067,East,Food,4647,1195.68,5,2021-03-28 02:00:00,15,11,Yes
2068,West,Clothing,2414,4143.92,1,2021-03-28 03:00:00,10,15,Yes
2069,East,Furniture,4081,2922.15,4,2021-03-28 04:00:00,15,16,No
2070,South,Books,6832,4544.4,2,2021-03-28 05:00:00,0,4,Yes
2071,West,Toys,1677,3324.62,2,2021-03-28 06:00:00,5,10,Yes
2072,West,Clothing,4776,4842.65,4,2021-03-28 07:00:00,15,8,No
2073,South,Furniture,8697,544.29,4,2021-03-28 08:00:00,10,19,No
2074,North,Food,1787,4967.07,1,2021-03-28 09:00:00,0,6,Yes
2075,South,Furniture,1809,3173.17,2,2021-03-28 10:00:00,5,19,No
2076,South,Books,7064,4260.98,1,2021-03-28 11:00:00,20,14,No
2077,West,Books,2928,1475.89,2,2021-03-28 12:00:00,20,9,Yes
2078,South,Clothing,2073,4748.2,3,2021-03-28 13:00:00,10,8,No
2079,East,Food,8410,2208.82,2,2021-03-28 14:00:00,15,8,Yes
2080,East,Furniture,7729,4377.89,3,2021-03-28 15:00:00,20,4,Yes
2081,East,Clothing,2374,4670.18,1,2021-03-28 16:00:00,0,9,No
2082,South,Clothing,9944,3577.39,4,2021-03-28 17:00:00,0,19,Yes
2083,South,Electronics,6653,3709.86,4,2021-03-28 18:00:00,10,1,No
2084,East,Electronics,8787,3737.6,5,2021-03-28 19:00:00,5,15,No
2085,West,Books,9048,328.23,2,2021-03-28 20:00:00,0,8,No
2086,North,Electronics,4218,972.6,1,2021-03-28 21:00:00,20,4,Yes
2087,West,Toys,1556,3769.15,2,2021-03-28 22:00:00,10,6,No
2088,South,Food,7352,3524.15,4,2021-03-28 23:00:00,20,8,No
2089,North,Furniture,6062,1362.56,4,2021-03-29 00:00:00,0,19,Yes
2090,West,Clothing,3599,4517.45,3,2021-03-29 01:00:00,20,17,Yes
2091,South,Electronics,7528,1200.49,1,2021-03-29 02:00:00,20,1,Yes
2092,West,Food,7774,3017.11,1,2021-03-29 03:00:00,20,6,No
2093,West,Toys,9629,3605.61,3,2021-03-29 04:00:00,0,18,No
2094,East,Furniture,2557,643.29,3,2021-03-29 05:00:00,10,9,No
2095,West,Furniture,4284,3734.74,2,2021-03-29 06:00:00,15,5,No
2096,East,Food,3139,4896.78,1,2021-03-29 07:00:00,10,18,No
2097,North,Furniture,5185,4612.6,1,2021-03-29 08:00:00,0,12,Yes
2098,East,Clothing,9148,537.92,2,2021-03-29 09:00:00,0,11,No
2099,West,Food,6124,1038.64,4,2021-03-29 10:00:00,20,17,No
2100,West,Toys,3206,4611.77,4,2021-03-29 11:00:00,15,5,No
2101,North,Food,1581,3592.3,5,2021-03-29 12:00:00,10,10,Yes
2102,North,Clothing,4639,4615.97,2,2021-03-29 13:00:00,5,2,Yes
2103,East,Clothing,4068,3570.6,5,2021-03-29 14:00:00,10,17,No
2104,East,Toys,5451,4269.65,5,2021-03-29 15:00:00,20,5,No
2105,West,Toys,2843,1357.19,2,2021-03-29 16:00:00,20,9,Yes
2106,East,Electronics,1717,4002.08,2,2021-03-29 17:00:00,0,11,Yes
2107,South,Food,4069,1375.23,1,2021-03-29 18:00:00,0,15,No
2108,South,Toys,6491,2363.21,3,2021-03-29 19:00:00,20,11,Yes
2109,East,Furniture,8315,2645.7,1,2021-03-29 20:00:00,10,16,Yes
2110,North,Electronics,5786,66.72,1,2021-03-29 21:00:00,5,9,No
2111,West,Clothing,3730,2548.79,4,2021-03-29 22:00:00,10,10,Yes
2112,North,Books,3497,4728.47,1,2021-03-29 23:00:00,20,8,No
2113,West,Food,7269,590.92,3,2021-03-30 00:00:00,15,19,Yes
2114,West,Food,1210,1650.42,3,2021-03-30 01:00:00,0,9,Yes
2115,West,Furniture,1016,1222.56,3,2021-03-30 02:00:00,5,3,No
2116,South,Clothing,5098,3337.93,2,2021-03-30 03:00:00,5,8,No
2117,North,Electronics,9658,2983.58,4,2021-03-30 04:00:00,0,18,Yes
2118,East,Toys,9052,4657.8,5,2021-03-30 05:00:00,10,14,Yes
2119,West,Electronics,3867,3776.03,3,2021-03-30 06:00:00,15,16,No
2120,East,Furniture,5116,4506.68,1,2021-03-30 07:00:00,5,13,No
2121,South,Toys,3348,467.68,4,2021-03-30 08:00:00,20,7,No
2122,East,Clothing,3552,2330.05,3,2021-03-30 09:00:00,5,7,No
2123,North,Food,2968,94.01,5,2021-03-30 10:00:00,10,1,Yes
2124,East,Electronics,9313,1766.27,2,2021-03-30 11:00:00,5,7,No
2125,East,Books,2165,1168.97,5,2021-03-30 12:00:00,15,13,Yes
2126,South,Books,7766,1509.11,2,2021-03-30 13:00:00,5,12,No
2127,South,Books,1000,1823.65,3,2021-03-30 14:00:00,5,18,No
2128,South,Food,5047,2397.79,3,2021-03-30 15:00:00,20,7,Yes
2129,South,Furniture,4214,1116.02,4,2021-03-30 16:00:00,20,4,No
2130,East,Furniture,1429,4186.94,3,2021-03-30 17:00:00,15,5,No
2131,West,Books,6131,1624.72,3,2021-03-30 18:00:00,20,17,Yes
2132,West,Electronics,5240,716.57,2,2021-03-30 19:00:00,20,19,No
2133,North,Clothing,9895,4048.35,1,2021-03-30 20:00:00,5,9,No
2134,West,Electronics,7961,4649.07,4,2021-03-30 21:00:00,5,10,Yes
2135,South,Toys,2513,2979.4,4,2021-03-30 22:00:00,10,19,Yes
2136,East,Clothing,3596,3771.0,1,2021-03-30 23:00:00,5,6,No
2137,North,Furniture,4998,3056.61,4,2021-03-31 00:00:00,20,15,No
2138,North,Food,9392,1013.29,1,2021-03-31 01:00:00,5,3,No
2139,West,Toys,9699,4505.15,3,2021-03-31 02:00:00,10,2,No
2140,West,Books,2223,2283.52,2,2021-03-31 03:00:00,0,18,Yes
2141,South,Electronics,3641,2500.21,4,2021-03-31 04:00:00,15,16,Yes
2142,South,Books,6868,3584.07,2,2021-03-31 05:00:00,0,8,Yes
2143,East,Food,5446,2079.05,1,2021-03-31 06:00:00,20,8,Yes
2144,South,Food,7575,1113.69,2,2021-03-31 07:00:00,5,1,No
2145,East,Toys,2125,2566.74,3,2021-03-31 08:00:00,10,8,Yes
2146,South,Toys,4755,352.09,3,2021-03-31 09:00:00,15,5,No
2147,North,Furniture,1686,3574.9,4,2021-03-31 10:00:00,20,19,No
2148,East,Food,9528,3448.46,1,2021-03-31 11:00:00,15,8,No
2149,North,Electronics,6202,1836.05,1,2021-03-31 12:00:00,20,6,No
2150,West,Electronics,3932,2394.37,2,2021-03-31 13:00:00,20,3,No
2151,South,Toys,7704,566.02,1,2021-03-31 14:00:00,20,19,No
2152,North,Toys,1695,4086.69,1,2021-03-31 15:00:00,0,6,No
2153,West,Clothing,2697,1686.03,5,2021-03-31 16:00:00,20,14,Yes
2154,East,Toys,4092,629.39,4,2021-03-31 17:00:00,0,15,No
2155,East,Furniture,5436,1995.34,3,2021-03-31 18:00:00,5,17,No
2156,South,Electronics,6324,4726.49,1,2021-03-31 19:00:00,15,5,No
2157,South,Furniture,1208,364.15,3,2021-03-31 20:00:00,5,1,No
2158,West,Clothing,2280,2160.63,2,2021-03-31 21:00:00,15,16,No
2159,West,Books,7485,1549.34,5,2021-03-31 22:00:00,15,5,No
2160,West,Books,8096,779.0,3,2021-03-31 23:00:00,15,10,Yes
2161,West,Clothing,1941,3617.98,5,2021-04-01 00:00:00,10,15,Yes
2162,West,Books,7320,2323.06,2,2021-04-01 01:00:00,5,9,No
2163,North,Food,2409,1193.05,3,2021-04-01 02:00:00,15,17,No
2164,South,Books,9752,3942.95,4,2021-04-01 03:00:00,5,10,Yes
2165,North,Toys,8218,1231.75,3,2021-04-01 04:00:00,10,18,No
2166,East,Food,4198,4474.02,2,2021-04-01 05:00:00,5,13,No
2167,North,Clothing,1166,1182.43,3,2021-04-01 06:00:00,0,12,No
2168,East,Toys,7961,3442.13,5,2021-04-01 07:00:00,5,16,Yes
2169,South,Electronics,1213,1818.82,3,2021-04-01 08:00:00,5,1,No
2170,South,Food,1493,474.79,3,2021-04-01 09:00:00,5,14,Yes
2171,West,Books,3663,760.02,4,2021-04-01 10:00:00,15,12,No
2172,West,Furniture,9952,1569.42,4,2021-04-01 11:00:00,20,13,Yes
2173,North,Furniture,2966,2818.72,3,2021-04-01 12:00:00,0,7,No
2174,East,Food,6638,4145.24,2,2021-04-01 13:00:00,5,5,Yes
2175,East,Food,1180,3654.65,5,2021-04-01 14:00:00,20,8,Yes
2176,East,Toys,6801,2644.46,5,2021-04-01 15:00:00,0,10,Yes
2177,South,Food,6365,931.91,2,2021-04-01 16:00:00,20,2,Yes
2178,South,Food,7044,4841.64,2,2021-04-01 17:00:00,20,19,Yes
2179,East,Clothing,7129,4527.31,5,2021-04-01 18:00:00,20,19,Yes
2180,West,Furniture,6641,4701.35,3,2021-04-01 19:00:00,0,9,Yes
2181,South,Electronics,9190,2821.87,2,2021-04-01 20:00:00,0,17,Yes
2182,East,Electronics,9698,1236.29,3,2021-04-01 21:00:00,10,10,Yes
2183,North,Books,6545,333.7,5,2021-04-01 22:00:00,5,8,Yes
2184,South,Electronics,6258,2058.85,3,2021-04-01 23:00:00,15,2,No
2185,South,Food,6978,2661.89,1,2021-04-02 00:00:00,15,3,Yes
2186,North,Food,8835,3205.21,3,2021-04-02 01:00:00,0,17,Yes
2187,South,Electronics,6904,1201.87,3,2021-04-02 02:00:00,15,6,No
2188,East,Furniture,3644,909.81,5,2021-04-02 03:00:00,10,5,Yes
2189,West,Food,3467,4401.74,3,2021-04-02 04:00:00,10,16,No
2190,North,Food,3026,2056.45,4,2021-04-02 05:00:00,5,12,Yes
2191,North,Electronics,1244,2947.74,5,2021-04-02 06:00:00,0,16,No
2192,West,Books,1214,2580.66,2,2021-04-02 07:00:00,15,19,Yes
2193,South,Food,8384,4823.66,5,2021-04-02 08:00:00,0,17,Yes
2194,East,Toys,9283,2687.58,2,2021-04-02 09:00:00,20,16,Yes
2195,North,Electronics,8798,1814.16,3,2021-04-02 10:00:00,0,7,Yes
2196,South,Toys,3353,3507.62,1,2021-04-02 11:00:00,15,4,No
2197,West,Food,6825,4038.48,4,2021-04-02 12:00:00,20,15,Yes
2198,East,Food,7191,2153.54,4,2021-04-02 13:00:00,5,17,Yes
2199,West,Electronics,1673,3034.81,5,2021-04-02 14:00:00,15,8,No
2200,South,Clothing,5641,4533.1,2,2021-04-02 15:00:00,0,16,No
2201,South,Furniture,6879,3386.15,5,2021-04-02 16:00:00,10,8,Yes
2202,West,Clothing,9187,4274.47,3,2021-04-02 17:00:00,0,14,No
2203,West,Food,5968,3470.62,3,2021-04-02 18:00:00,15,8,Yes
2204,East,Clothing,2233,1756.21,2,2021-04-02 19:00:00,10,13,Yes
2205,North,Electronics,5802,1864.1,1,2021-04-02 20:00:00,5,8,Yes
2206,East,Toys,8174,2442.84,4,2021-04-02 21:00:00,10,18,Yes
2207,South,Clothing,6668,3824.48,3,2021-04-02 22:00:00,15,17,Yes
2208,North,Food,2125,3070.01,4,2021-04-02 23:00:00,5,5,No
2209,North,Clothing,4151,2516.98,5,2021-04-03 00:00:00,10,10,No
2210,West,Furniture,3615,2594.11,3,2021-04-03 01:00:00,15,6,No
2211,South,Clothing,8453,4873.56,3,2021-04-03 02:00:00,10,2,No
2212,South,Books,7451,2981.79,3,2021-04-03 03:00:00,15,8,No
2213,North,Electronics,6181,3591.79,5,2021-04-03 04:00:00,10,8,No
2214,East,Electronics,3094,2924.9,4,2021-04-03 05:00:00,15,12,Yes
2215,East,Clothing,8155,1408.6,1,2021-04-03 06:00:00,10,6,No
2216,South,Toys,7511,208.17,4,2021-04-03 07:00:00,20,11,Yes
2217,South,Food,6181,4525.72,3,2021-04-03 08:00:00,15,13,Yes
2218,North,Electronics,6010,1791.25,5,2021-04-03 09:00:00,0,5,No
2219,North,Books,2677,2923.17,4,2021-04-03 10:00:00,0,11,Yes
2220,East,Food,7458,3805.24,1,2021-04-03 11:00:00,15,15,No
2221,East,Toys,7350,698.32,1,2021-04-03 12:00:00,15,13,No
2222,West,Electronics,1859,4152.09,1,2021-04-03 13:00:00,15,6,Yes
2223,West,Books,7010,1758.88,4,2021-04-03 14:00:00,15,14,No
2224,East,Toys,4189,993.41,1,2021-04-03 15:00:00,10,15,No
2225,South,Furniture,2399,668.98,3,2021-04-03 16:00:00,0,1,Yes
2226,East,Electronics,6902,2367.35,1,2021-04-03 17:00:00,5,15,No
2227,East,Clothing,3431,1903.83,4,2021-04-03 18:00:00,10,13,No
2228,North,Books,3236,905.93,1,2021-04-03 19:00:00,5,4,No
2229,West,Books,3231,4349.56,2,2021-04-03 20:00:00,15,17,No
2230,East,Toys,2824,4498.2,1,2021-04-03 21:00:00,15,11,No
2231,North,Food,5623,3209.21,3,2021-04-03 22:00:00,5,3,Yes
2232,North,Furniture,3970,3320.8,1,2021-04-03 23:00:00,5,5,No
2233,South,Books,8951,4654.37,1,2021-04-04 00:00:00,15,15,No
2234,South,Food,7242,3487.07,5,2021-04-04 01:00:00,15,19,Yes
2235,South,Clothing,6288,3384.51,1,2021-04-04 02:00:00,5,13,No
2236,North,Electronics,2324,3458.57,5,2021-04-04 03:00:00,10,4,Yes
2237,East,Toys,8511,2640.62,5,2021-04-04 04:00:00,0,6,No
2238,South,Books,6664,2500.24,5,2021-04-04 05:00:00,10,3,No
2239,North,Food,6938,4697.28,5,2021-04-04 06:00:00,10,11,No
2240,West,Furniture,2150,2924.27,4,2021-04-04 07:00:00,20,13,Yes
2241,South,Clothing,1309,1838.25,5,2021-04-04 08:00:00,20,14,No
2242,North,Toys,6222,2423.16,3,2021-04-04 09:00:00,0,17,No
2243,North,Electronics,8485,2938.4,2,2021-04-04 10:00:00,0,16,Yes
2244,South,Furniture,9822,1081.18,3,2021-04-04 11:00:00,20,16,Yes
2245,West,Food,4201,1720.64,4,2021-04-04 12:00:00,15,9,No
2246,West,Books,6942,672.17,3,2021-04-04 13:00:00,5,8,No
2247,West,Clothing,4782,4446.56,2,2021-04-04 14:00:00,15,19,No
2248,West,Books,5425,2188.93,5,2021-04-04 15:00:00,20,4,Yes
2249,West,Clothing,9379,4621.97,5,2021-04-04 16:00:00,5,9,Yes
2250,North,Food,1565,1718.87,2,2021-04-04 17:00:00,20,1,Yes
2251,East,Furniture,7364,2771.81,3,2021-04-04 18:00:00,0,13,No
2252,West,Food,8191,3741.43,3,2021-04-04 19:00:00,20,15,No
2253,South,Toys,7844,1027.24,3,2021-04-04 20:00:00,5,4,No
2254,South,Toys,1131,4515.96,1,2021-04-04 21:00:00,20,4,No
2255,West,Electronics,1127,3207.77,1,2021-04-04 22:00:00,20,10,Yes
2256,West,Toys,3696,3307.18,3,2021-04-04 23:00:00,5,9,No
2257,West,Toys,7582,1653.43,4,2021-04-05 00:00:00,10,6,No
2258,North,Clothing,2634,778.17,3,2021-04-05 01:00:00,15,1,Yes
2259,West,Clothing,3289,162.88,4,2021-04-05 02:00:00,20,8,No
2260,North,Electronics,3436,4452.25,4,2021-04-05 03:00:00,0,18,No
2261,West,Clothing,4901,232.29,4,2021-04-05 04:00:00,5,10,No
2262,North,Clothing,3850,1057.76,1,2021-04-05 05:00:00,10,15,Yes
2263,North,Toys,2576,249.64,4,2021-04-05 06:00:00,15,13,Yes
2264,South,Clothing,6600,947.44,4,2021-04-05 07:00:00,20,18,No
2265,East,Books,8098,1639.51,3,2021-04-05 08:00:00,0,17,Yes
2266,North,Books,1033,2409.03,3,2021-04-05 09:00:00,20,7,Yes
2267,South,Toys,7943,2527.96,4,2021-04-05 10:00:00,20,19,Yes
2268,East,Clothing,4583,2749.52,3,2021-04-05 11:00:00,15,14,No
2269,South,Food,3679,2734.12,2,2021-04-05 12:00:00,10,9,No
2270,West,Furniture,4059,1028.3,5,2021-04-05 13:00:00,10,14,Yes
2271,West,Furniture,7327,2977.62,4,2021-04-05 14:00:00,20,17,No
2272,West,Electronics,9887,3482.12,5,2021-04-05 15:00:00,10,6,No
2273,South,Clothing,4858,4835.85,3,2021-04-05 16:00:00,0,2,Yes
2274,South,Books,2190,943.19,5,2021-04-05 17:00:00,15,4,Yes
2275,North,Toys,2152,1534.1,2,2021-04-05 18:00:00,10,4,No
2276,East,Electronics,4712,1151.18,1,2021-04-05 19:00:00,15,12,Yes
2277,West,Clothing,9479,4015.86,5,2021-04-05 20:00:00,20,14,No
2278,West,Clothing,6176,2209.52,4,2021-04-05 21:00:00,20,19,Yes
2279,East,Food,3066,625.63,1,2021-04-05 22:00:00,0,18,Yes
2280,North,Food,8900,3974.57,1,2021-04-05 23:00:00,15,19,Yes
2281,West,Toys,6833,602.68,2,2021-04-06 00:00:00,20,13,No
2282,East,Books,3935,2906.39,5,2021-04-06 01:00:00,15,3,Yes
2283,East,Food,6669,685.72,4,2021-04-06 02:00:00,5,12,No
2284,North,Food,5868,1998.24,4,2021-04-06 03:00:00,15,13,Yes
2285,East,Electronics,2037,1660.33,5,2021-04-06 04:00:00,15,5,No
2286,North,Books,8388,3409.06,1,2021-04-06 05:00:00,15,5,Yes
2287,East,Electronics,1628,1991.34,2,2021-04-06 06:00:00,15,15,Yes
2288,East,Food,2157,2810.85,5,2021-04-06 07:00:00,20,19,Yes
2289,East,Food,1824,2822.71,1,2021-04-06 08:00:00,5,9,No
2290,East,Books,1939,2224.33,3,2021-04-06 09:00:00,15,6,No
2291,South,Food,6460,2975.58,3,2021-04-06 10:00:00,10,12,No
2292,North,Toys,7182,937.12,2,2021-04-06 11:00:00,20,10,Yes
2293,West,Food,5338,3137.86,3,2021-04-06 12:00:00,0,17,Yes
2294,South,Toys,5657,3671.11,2,2021-04-06 13:00:00,0,8,Yes
2295,North,Toys,5705,3792.83,1,2021-04-06 14:00:00,10,3,Yes
2296,East,Toys,8548,2858.13,4,2021-04-06 15:00:00,20,19,No
2297,North,Furniture,5409,1910.34,2,2021-04-06 16:00:00,10,17,Yes
2298,North,Books,4418,249.34,1,2021-04-06 17:00:00,10,17,No
2299,North,Furniture,7636,4918.89,5,2021-04-06 18:00:00,15,8,No
2300,South,Clothing,8668,1336.11,5,2021-04-06 19:00:00,15,15,No
2301,East,Furniture,7786,2903.14,4,2021-04-06 20:00:00,15,13,No
2302,West,Food,2128,1702.81,1,2021-04-06 21:00:00,10,4,Yes
2303,South,Electronics,5697,4064.47,1,2021-04-06 22:00:00,15,19,Yes
2304,South,Electronics,9996,4301.09,5,2021-04-06 23:00:00,20,19,No
2305,East,Electronics,6295,3864.37,1,2021-04-07 00:00:00,20,5,Yes
2306,South,Electronics,4392,2222.5,3,2021-04-07 01:00:00,10,12,No
2307,West,Furniture,6783,2906.42,4,2021-04-07 02:00:00,5,6,No
2308,East,Books,5234,1576.76,5,2021-04-07 03:00:00,10,15,No
2309,East,Electronics,2391,2267.56,5,2021-04-07 04:00:00,10,11,Yes
2310,West,Food,2793,1127.03,2,2021-04-07 05:00:00,20,6,Yes
2311,West,Food,9150,3270.17,4,2021-04-07 06:00:00,5,3,Yes
2312,South,Toys,2965,3434.81,2,2021-04-07 07:00:00,0,10,Yes
2313,East,Toys,9874,2141.93,2,2021-04-07 08:00:00,20,13,Yes
2314,West,Clothing,3844,2393.17,2,2021-04-07 09:00:00,0,8,Yes
2315,East,Clothing,6211,655.37,4,2021-04-07 10:00:00,15,9,No
2316,West,Toys,9753,914.78,3,2021-04-07 11:00:00,0,15,Yes
2317,North,Toys,4785,956.67,5,2021-04-07 12:00:00,5,9,No
2318,South,Books,1807,4318.11,4,2021-04-07 13:00:00,20,14,Yes
2319,North,Clothing,4418,2582.89,5,2021-04-07 14:00:00,0,18,Yes
2320,East,Books,9292,4237.04,4,2021-04-07 15:00:00,10,19,No
2321,South,Food,7135,3993.77,1,2021-04-07 16:00:00,5,1,Yes
2322,West,Clothing,9434,1841.0,4,2021-04-07 17:00:00,15,14,No
2323,West,Furniture,5832,2694.34,1,2021-04-07 18:00:00,5,16,Yes
2324,East,Electronics,9376,2328.97,3,2021-04-07 19:00:00,15,13,No
2325,North,Clothing,2384,3234.59,3,2021-04-07 20:00:00,5,8,No
2326,West,Electronics,8183,1347.77,2,2021-04-07 21:00:00,20,11,Yes
2327,West,Food,4234,1534.1,4,2021-04-07 22:00:00,0,15,Yes
2328,East,Electronics,7663,2464.66,1,2021-04-07 23:00:00,15,9,Yes
2329,East,Electronics,8079,3982.87,1,2021-04-08 00:00:00,0,14,Yes
2330,East,Electronics,7807,4146.28,1,2021-04-08 01:00:00,5,14,No
2331,North,Electronics,5278,3664.3,3,2021-04-08 02:00:00,10,6,No
2332,West,Food,9920,3234.98,3,2021-04-08 03:00:00,15,18,No
2333,West,Food,7381,2757.44,2,2021-04-08 04:00:00,15,5,No
2334,East,Furniture,9127,3082.77,1,2021-04-08 05:00:00,0,17,No
2335,East,Electronics,2589,2910.92,5,2021-04-08 06:00:00,5,14,Yes
2336,North,Furniture,8916,2229.65,5,2021-04-08 07:00:00,20,11,No
2337,West,Furniture,1344,4042.43,1,2021-04-08 08:00:00,20,13,Yes
2338,West,Toys,7291,2050.8,1,2021-04-08 09:00:00,15,10,Yes
2339,South,Furniture,2138,3819.14,5,2021-04-08 10:00:00,5,8,No
2340,South,Clothing,6870,180.27,3,2021-04-08 11:00:00,10,17,No
2341,East,Food,5590,4643.05,2,2021-04-08 12:00:00,10,9,No
2342,West,Toys,5320,1904.8,5,2021-04-08 13:00:00,0,9,Yes
2343,West,Books,1272,3429.31,2,2021-04-08 14:00:00,0,15,Yes
2344,West,Food,6523,1882.84,3,2021-04-08 15:00:00,0,1,Yes
2345,East,Furniture,1483,121.93,1,2021-04-08 16:00:00,0,6,Yes
2346,East,Furniture,7660,2238.96,4,2021-04-08 17:00:00,20,10,Yes
2347,South,Toys,2660,3033.79,1,2021-04-08 18:00:00,20,10,No
2348,North,Clothing,1040,2226.09,2,2021-04-08 19:00:00,15,10,Yes
2349,West,Toys,5012,2003.28,3,2021-04-08 20:00:00,0,2,No
2350,East,Clothing,3972,4989.96,5,2021-04-08 21:00:00,10,10,No
2351,South,Food,9574,1407.13,2,2021-04-08 22:00:00,0,14,Yes
2352,East,Toys,3017,3756.05,3,2021-04-08 23:00:00,20,14,Yes
2353,East,Furniture,3127,942.79,3,2021-04-09 00:00:00,5,10,No
2354,East,Electronics,5263,1524.78,5,2021-04-09 01:00:00,0,6,Yes
2355,West,Clothing,7320,3786.74,1,2021-04-09 02:00:00,10,4,Yes
2356,West,Furniture,4944,4541.38,3,2021-04-09 03:00:00,10,16,No
2357,South,Furniture,5304,3905.91,1,2021-04-09 04:00:00,20,9,Yes
2358,East,Furniture,4227,4477.68,4,2021-04-09 05:00:00,10,3,Yes
2359,East,Electronics,5951,769.32,2,2021-04-09 06:00:00,15,5,Yes
2360,East,Furniture,5728,4839.64,5,2021-04-09 07:00:00,20,9,Yes
2361,West,Electronics,7854,303.59,1,2021-04-09 08:00:00,20,9,Yes
2362,North,Furniture,3438,2654.95,2,2021-04-09 09:00:00,0,13,No
2363,East,Clothing,7992,1583.3,5,2021-04-09 10:00:00,5,16,Yes
2364,South,Electronics,9703,670.62,1,2021-04-09 11:00:00,20,3,No
2365,West,Electronics,9291,1262.19,2,2021-04-09 12:00:00,10,13,Yes
2366,South,Clothing,1610,3320.3,3,2021-04-09 13:00:00,15,16,Yes
2367,West,Books,5993,541.74,3,2021-04-09 14:00:00,0,4,No
2368,North,Clothing,3047,2716.67,4,2021-04-09 15:00:00,20,2,No
2369,East,Toys,3001,1551.35,4,2021-04-09 16:00:00,10,3,No
2370,South,Electronics,5218,3059.15,3,2021-04-09 17:00:00,10,17,Yes
2371,South,Clothing,6767,786.81,1,2021-04-09 18:00:00,5,5,No
2372,West,Electronics,2713,3413.67,3,2021-04-09 19:00:00,15,10,Yes
2373,East,Toys,6358,3248.03,5,2021-04-09 20:00:00,15,6,No
2374,South,Toys,2013,2112.3,1,2021-04-09 21:00:00,0,19,No
2375,East,Furniture,8281,3853.35,1,2021-04-09 22:00:00,20,2,Yes
2376,North,Books,9359,3912.1,4,2021-04-09 23:00:00,15,15,No
2377,North,Electronics,6963,4726.73,5,2021-04-10 00:00:00,0,6,No
2378,South,Clothing,4128,3360.62,2,2021-04-10 01:00:00,5,7,Yes
2379,East,Toys,3380,1648.15,2,2021-04-10 02:00:00,0,14,No
2380,East,Electronics,4317,2336.61,3,2021-04-10 03:00:00,0,11,Yes
2381,North,Furniture,1499,178.48,5,2021-04-10 04:00:00,20,9,Yes
2382,North,Electronics,3660,881.67,4,2021-04-10 05:00:00,15,9,Yes
2383,North,Toys,9796,2006.2,4,2021-04-10 06:00:00,20,3,Yes
2384,South,Furniture,8921,220.99,1,2021-04-10 07:00:00,0,7,No
2385,North,Books,4241,695.03,2,2021-04-10 08:00:00,5,13,Yes
2386,East,Books,3049,875.93,3,2021-04-10 09:00:00,5,17,Yes
2387,East,Electronics,6944,1034.83,2,2021-04-10 10:00:00,5,18,No
2388,North,Clothing,5086,3699.99,2,2021-04-10 11:00:00,0,11,No
2389,South,Clothing,3288,3820.94,2,2021-04-10 12:00:00,10,17,Yes
2390,South,Clothing,3743,4950.69,1,2021-04-10 13:00:00,0,15,No
2391,West,Electronics,3380,650.01,2,2021-04-10 14:00:00,0,14,No
2392,East,Books,4979,3794.15,3,2021-04-10 15:00:00,15,3,No
2393,North,Furniture,3232,3776.2,1,2021-04-10 16:00:00,5,13,No
2394,South,Clothing,2342,2548.29,1,2021-04-10 17:00:00,20,13,No
2395,South,Food,1019,4117.09,2,2021-04-10 18:00:00,5,14,No
2396,West,Food,4924,3832.86,2,2021-04-10 19:00:00,15,8,No
2397,North,Food,7948,1259.51,1,2021-04-10 20:00:00,15,11,No
2398,West,Electronics,6716,2931.61,4,2021-04-10 21:00:00,15,16,Yes
2399,West,Books,3601,3217.84,4,2021-04-10 22:00:00,5,18,No
